"geoid","region_name","region_type","measure","value","year","measure_type","measure_units"
51810,"Virginia Beach (Independent City), VA","county","earnings_per_job",50758.9325698344,2017,"ratio","dollars"
51001,"Accomack, VA","county","earnings_per_job",52714.5299145299,2018,"ratio","dollars"
51007,"Amelia, VA","county","earnings_per_job",35617.0906718852,2018,"ratio","dollars"
51009,"Amherst, VA","county","earnings_per_job",40362.1014741172,2018,"ratio","dollars"
51011,"Appomattox, VA","county","earnings_per_job",31347.8985373079,2018,"ratio","dollars"
51013,"Arlington, VA","county","earnings_per_job",103049.895225928,2018,"ratio","dollars"
51017,"Bath, VA","county","earnings_per_job",42511.389897656,2018,"ratio","dollars"
51019,"Bedford, VA*","county","earnings_per_job",37421.7218627891,2018,"ratio","dollars"
51021,"Bland, VA","county","earnings_per_job",47747.5558659218,2018,"ratio","dollars"
51023,"Botetourt, VA","county","earnings_per_job",43094.3882360334,2018,"ratio","dollars"
51025,"Brunswick, VA","county","earnings_per_job",35386.2748744653,2018,"ratio","dollars"
51027,"Buchanan, VA","county","earnings_per_job",54093.2082640703,2018,"ratio","dollars"
51029,"Buckingham, VA","county","earnings_per_job",39645.5353691535,2018,"ratio","dollars"
51033,"Caroline, VA","county","earnings_per_job",38521.3737289894,2018,"ratio","dollars"
51036,"Charles City, VA","county","earnings_per_job",45935.9756097561,2018,"ratio","dollars"
51037,"Charlotte, VA","county","earnings_per_job",33698.1638126676,2018,"ratio","dollars"
51041,"Chesterfield, VA","county","earnings_per_job",50941.2645547724,2018,"ratio","dollars"
51043,"Clarke, VA","county","earnings_per_job",41580.6451612903,2018,"ratio","dollars"
51045,"Craig, VA","county","earnings_per_job",30514.3859649123,2018,"ratio","dollars"
51047,"Culpeper, VA","county","earnings_per_job",46328.7905309661,2018,"ratio","dollars"
51049,"Cumberland, VA","county","earnings_per_job",35537.9644588045,2018,"ratio","dollars"
51051,"Dickenson, VA","county","earnings_per_job",46181.4159292035,2018,"ratio","dollars"
51057,"Essex, VA","county","earnings_per_job",35346.2118356577,2018,"ratio","dollars"
51061,"Fauquier, VA","county","earnings_per_job",49842.317879023,2018,"ratio","dollars"
51063,"Floyd, VA","county","earnings_per_job",27896.0311284047,2018,"ratio","dollars"
51065,"Fluvanna, VA","county","earnings_per_job",38556.0464529159,2018,"ratio","dollars"
51067,"Franklin, VA","county","earnings_per_job",36360.9619926992,2018,"ratio","dollars"
51071,"Giles, VA","county","earnings_per_job",43365.620328849,2018,"ratio","dollars"
51073,"Gloucester, VA","county","earnings_per_job",37141.259032796,2018,"ratio","dollars"
51075,"Goochland, VA","county","earnings_per_job",94977.1306946835,2018,"ratio","dollars"
51077,"Grayson, VA","county","earnings_per_job",26626.9705603039,2018,"ratio","dollars"
51079,"Greene, VA","county","earnings_per_job",39248.9934964385,2018,"ratio","dollars"
51083,"Halifax, VA","county","earnings_per_job",41741.9274714357,2018,"ratio","dollars"
51085,"Hanover, VA","county","earnings_per_job",48940.5207016,2018,"ratio","dollars"
51087,"Henrico, VA","county","earnings_per_job",71028.660365033,2018,"ratio","dollars"
51091,"Highland, VA","county","earnings_per_job",24370.281124498,2018,"ratio","dollars"
51093,"Isle of Wight, VA","county","earnings_per_job",46658.7809982876,2018,"ratio","dollars"
51097,"King and Queen, VA","county","earnings_per_job",37843.4959349593,2018,"ratio","dollars"
51099,"King George, VA","county","earnings_per_job",90128.9723218862,2018,"ratio","dollars"
51101,"King William, VA","county","earnings_per_job",42881.7358130663,2018,"ratio","dollars"
51103,"Lancaster, VA","county","earnings_per_job",38972.7772951057,2018,"ratio","dollars"
51105,"Lee, VA","county","earnings_per_job",34195.9440159954,2018,"ratio","dollars"
51107,"Loudoun, VA","county","earnings_per_job",66416.1252646179,2018,"ratio","dollars"
51109,"Louisa, VA","county","earnings_per_job",51007.117201011,2018,"ratio","dollars"
51111,"Lunenburg, VA","county","earnings_per_job",34235.4948805461,2018,"ratio","dollars"
51113,"Madison, VA","county","earnings_per_job",31911.2587293476,2018,"ratio","dollars"
51115,"Mathews, VA","county","earnings_per_job",32161.9695497247,2018,"ratio","dollars"
51117,"Mecklenburg, VA","county","earnings_per_job",38656.5121982703,2018,"ratio","dollars"
51119,"Middlesex, VA","county","earnings_per_job",38764.9580615098,2018,"ratio","dollars"
51125,"Nelson, VA","county","earnings_per_job",35916.2403157433,2018,"ratio","dollars"
51127,"New Kent, VA","county","earnings_per_job",36177.3162939297,2018,"ratio","dollars"
51131,"Northampton, VA","county","earnings_per_job",38315.3643001398,2018,"ratio","dollars"
51133,"Northumberland, VA","county","earnings_per_job",40260.0441501104,2018,"ratio","dollars"
51135,"Nottoway, VA","county","earnings_per_job",42836.6115919224,2018,"ratio","dollars"
51137,"Orange, VA","county","earnings_per_job",40657.1428571429,2018,"ratio","dollars"
51139,"Page, VA","county","earnings_per_job",37923.3094491715,2018,"ratio","dollars"
51141,"Patrick, VA","county","earnings_per_job",32560.6039617676,2018,"ratio","dollars"
51145,"Powhatan, VA","county","earnings_per_job",39313.9039186752,2018,"ratio","dollars"
51147,"Prince Edward, VA","county","earnings_per_job",41340.577960235,2018,"ratio","dollars"
51155,"Pulaski, VA","county","earnings_per_job",46934.6773734267,2018,"ratio","dollars"
51157,"Rappahannock, VA","county","earnings_per_job",33219.6339434276,2018,"ratio","dollars"
51159,"Richmond, VA","county","earnings_per_job",43543.730741882,2018,"ratio","dollars"
51167,"Russell, VA","county","earnings_per_job",42074.534789644,2018,"ratio","dollars"
51169,"Scott, VA","county","earnings_per_job",32739.1026460437,2018,"ratio","dollars"
51171,"Shenandoah, VA","county","earnings_per_job",41203.4443603331,2018,"ratio","dollars"
51173,"Smyth, VA","county","earnings_per_job",40920.3360919831,2018,"ratio","dollars"
51179,"Stafford, VA","county","earnings_per_job",54135.8167409458,2018,"ratio","dollars"
51181,"Surry, VA","county","earnings_per_job",82562.9955947137,2018,"ratio","dollars"
51183,"Sussex, VA","county","earnings_per_job",42672.9957805907,2018,"ratio","dollars"
51185,"Tazewell, VA","county","earnings_per_job",43573.9498400248,2018,"ratio","dollars"
51187,"Warren, VA","county","earnings_per_job",42703.7238084898,2018,"ratio","dollars"
51193,"Westmoreland, VA","county","earnings_per_job",33759.341563786,2018,"ratio","dollars"
51197,"Wythe, VA","county","earnings_per_job",39395.0673226308,2018,"ratio","dollars"
51510,"Alexandria (Independent City), VA","county","earnings_per_job",84075.0144807941,2018,"ratio","dollars"
51550,"Chesapeake (Independent City), VA","county","earnings_per_job",48218.6515252793,2018,"ratio","dollars"
51650,"Hampton (Independent City), VA","county","earnings_per_job",57715.7664818477,2018,"ratio","dollars"
51700,"Newport News (Independent City), VA","county","earnings_per_job",62299.892464859,2018,"ratio","dollars"
51710,"Norfolk (Independent City), VA","county","earnings_per_job",67769.2013509486,2018,"ratio","dollars"
51740,"Portsmouth (Independent City), VA","county","earnings_per_job",67590.7204269197,2018,"ratio","dollars"
51760,"Richmond (Independent City), VA","county","earnings_per_job",69921.6299530859,2018,"ratio","dollars"
51770,"Roanoke (Independent City), VA","county","earnings_per_job",56934.3305541932,2018,"ratio","dollars"
51800,"Suffolk (Independent City), VA","county","earnings_per_job",50424.5108229021,2018,"ratio","dollars"
51810,"Virginia Beach (Independent City), VA","county","earnings_per_job",51060.1243388698,2018,"ratio","dollars"
51001,"Accomack, VA","county","earnings_per_job",56207.2668874837,2019,"ratio","dollars"
51007,"Amelia, VA","county","earnings_per_job",36889.2741061755,2019,"ratio","dollars"
51009,"Amherst, VA","county","earnings_per_job",40614.467202489,2019,"ratio","dollars"
51011,"Appomattox, VA","county","earnings_per_job",32620.572720422,2019,"ratio","dollars"
51013,"Arlington, VA","county","earnings_per_job",108176.460355853,2019,"ratio","dollars"
51017,"Bath, VA","county","earnings_per_job",45446.4166108506,2019,"ratio","dollars"
51019,"Bedford, VA*","county","earnings_per_job",38437.1828436601,2019,"ratio","dollars"
51021,"Bland, VA","county","earnings_per_job",49091.4569301666,2019,"ratio","dollars"
51023,"Botetourt, VA","county","earnings_per_job",44062.1839634,2019,"ratio","dollars"
51025,"Brunswick, VA","county","earnings_per_job",36968.4936614467,2019,"ratio","dollars"
51027,"Buchanan, VA","county","earnings_per_job",61267.6892627412,2019,"ratio","dollars"
51029,"Buckingham, VA","county","earnings_per_job",41465.8782473827,2019,"ratio","dollars"
51033,"Caroline, VA","county","earnings_per_job",39740.8360790774,2019,"ratio","dollars"
51036,"Charles City, VA","county","earnings_per_job",47170.4677232315,2019,"ratio","dollars"
51037,"Charlotte, VA","county","earnings_per_job",34292.6982794796,2019,"ratio","dollars"
51041,"Chesterfield, VA","county","earnings_per_job",52026.6476473993,2019,"ratio","dollars"
51043,"Clarke, VA","county","earnings_per_job",43543.9552559874,2019,"ratio","dollars"
51045,"Craig, VA","county","earnings_per_job",31086.08815427,2019,"ratio","dollars"
51047,"Culpeper, VA","county","earnings_per_job",49069.5382292497,2019,"ratio","dollars"
51049,"Cumberland, VA","county","earnings_per_job",35913.8935108153,2019,"ratio","dollars"
51051,"Dickenson, VA","county","earnings_per_job",46704.1340782123,2019,"ratio","dollars"
51057,"Essex, VA","county","earnings_per_job",37256.8559289301,2019,"ratio","dollars"
51061,"Fauquier, VA","county","earnings_per_job",52145.0286365734,2019,"ratio","dollars"
51063,"Floyd, VA","county","earnings_per_job",29190.78125,2019,"ratio","dollars"
51065,"Fluvanna, VA","county","earnings_per_job",40825.8605360091,2019,"ratio","dollars"
51067,"Franklin, VA","county","earnings_per_job",38299.1389483806,2019,"ratio","dollars"
51071,"Giles, VA","county","earnings_per_job",44494.7094003987,2019,"ratio","dollars"
51073,"Gloucester, VA","county","earnings_per_job",39120.4615817619,2019,"ratio","dollars"
51075,"Goochland, VA","county","earnings_per_job",102238.070849338,2019,"ratio","dollars"
51077,"Grayson, VA","county","earnings_per_job",27414.2183532826,2019,"ratio","dollars"
51079,"Greene, VA","county","earnings_per_job",39491.0372299678,2019,"ratio","dollars"
51083,"Halifax, VA","county","earnings_per_job",43173.8596598932,2019,"ratio","dollars"
51085,"Hanover, VA","county","earnings_per_job",50755.1445618497,2019,"ratio","dollars"
51087,"Henrico, VA","county","earnings_per_job",73220.0396910492,2019,"ratio","dollars"
51091,"Highland, VA","county","earnings_per_job",26132.0598006645,2019,"ratio","dollars"
51093,"Isle of Wight, VA","county","earnings_per_job",45344.0173668752,2019,"ratio","dollars"
51097,"King and Queen, VA","county","earnings_per_job",38986.3588667366,2019,"ratio","dollars"
51099,"King George, VA","county","earnings_per_job",94980.4933299774,2019,"ratio","dollars"
51101,"King William, VA","county","earnings_per_job",44202.3790642347,2019,"ratio","dollars"
51103,"Lancaster, VA","county","earnings_per_job",39828.6163522013,2019,"ratio","dollars"
51105,"Lee, VA","county","earnings_per_job",34936.9815165187,2019,"ratio","dollars"
51107,"Loudoun, VA","county","earnings_per_job",67912.8206944592,2019,"ratio","dollars"
51109,"Louisa, VA","county","earnings_per_job",50973.5250638355,2019,"ratio","dollars"
51111,"Lunenburg, VA","county","earnings_per_job",35750.3748125937,2019,"ratio","dollars"
51113,"Madison, VA","county","earnings_per_job",34604.3597665637,2019,"ratio","dollars"
51115,"Mathews, VA","county","earnings_per_job",34414.9704530532,2019,"ratio","dollars"
51117,"Mecklenburg, VA","county","earnings_per_job",39435.0366859295,2019,"ratio","dollars"
51119,"Middlesex, VA","county","earnings_per_job",38707.376740685,2019,"ratio","dollars"
51125,"Nelson, VA","county","earnings_per_job",38869.3377186425,2019,"ratio","dollars"
51127,"New Kent, VA","county","earnings_per_job",40081.0905277875,2019,"ratio","dollars"
51131,"Northampton, VA","county","earnings_per_job",39810.2040816327,2019,"ratio","dollars"
51133,"Northumberland, VA","county","earnings_per_job",45745.7136495213,2019,"ratio","dollars"
51135,"Nottoway, VA","county","earnings_per_job",45293.6989190614,2019,"ratio","dollars"
51137,"Orange, VA","county","earnings_per_job",42441.3207797374,2019,"ratio","dollars"
51139,"Page, VA","county","earnings_per_job",38668.5335466911,2019,"ratio","dollars"
51141,"Patrick, VA","county","earnings_per_job",33186.0632183908,2019,"ratio","dollars"
51145,"Powhatan, VA","county","earnings_per_job",41903.2491555413,2019,"ratio","dollars"
51147,"Prince Edward, VA","county","earnings_per_job",42627.3875040466,2019,"ratio","dollars"
51155,"Pulaski, VA","county","earnings_per_job",47900.3480086174,2019,"ratio","dollars"
51157,"Rappahannock, VA","county","earnings_per_job",37386.1811926606,2019,"ratio","dollars"
51159,"Richmond, VA","county","earnings_per_job",42887.5299760192,2019,"ratio","dollars"
51167,"Russell, VA","county","earnings_per_job",43050.1265822785,2019,"ratio","dollars"
51169,"Scott, VA","county","earnings_per_job",34178.6924331786,2019,"ratio","dollars"
51171,"Shenandoah, VA","county","earnings_per_job",43187.5420228604,2019,"ratio","dollars"
51173,"Smyth, VA","county","earnings_per_job",41898.9140042935,2019,"ratio","dollars"
51179,"Stafford, VA","county","earnings_per_job",55667.1834854257,2019,"ratio","dollars"
51181,"Surry, VA","county","earnings_per_job",83517.1736997056,2019,"ratio","dollars"
51183,"Sussex, VA","county","earnings_per_job",45637.8841731131,2019,"ratio","dollars"
51185,"Tazewell, VA","county","earnings_per_job",42641.2582219393,2019,"ratio","dollars"
51187,"Warren, VA","county","earnings_per_job",44257.2459805316,2019,"ratio","dollars"
51193,"Westmoreland, VA","county","earnings_per_job",35294.7849644429,2019,"ratio","dollars"
51197,"Wythe, VA","county","earnings_per_job",40283.1677958298,2019,"ratio","dollars"
51510,"Alexandria (Independent City), VA","county","earnings_per_job",84049.4437974379,2019,"ratio","dollars"
51550,"Chesapeake (Independent City), VA","county","earnings_per_job",49717.042804948,2019,"ratio","dollars"
51650,"Hampton (Independent City), VA","county","earnings_per_job",59541.0176934005,2019,"ratio","dollars"
51700,"Newport News (Independent City), VA","county","earnings_per_job",64241.95009284,2019,"ratio","dollars"
51710,"Norfolk (Independent City), VA","county","earnings_per_job",69204.7363689904,2019,"ratio","dollars"
51740,"Portsmouth (Independent City), VA","county","earnings_per_job",72255.2022178734,2019,"ratio","dollars"
51760,"Richmond (Independent City), VA","county","earnings_per_job",73046.2784042267,2019,"ratio","dollars"
51770,"Roanoke (Independent City), VA","county","earnings_per_job",57503.4094131864,2019,"ratio","dollars"
51800,"Suffolk (Independent City), VA","county","earnings_per_job",52534.4053851907,2019,"ratio","dollars"
51810,"Virginia Beach (Independent City), VA","county","earnings_per_job",53002.4907061819,2019,"ratio","dollars"
51001,"Accomack, VA","county","earnings_per_job",61114.2917952538,2020,"ratio","dollars"
51007,"Amelia, VA","county","earnings_per_job",38869.2104102338,2020,"ratio","dollars"
51009,"Amherst, VA","county","earnings_per_job",42720.8030832661,2020,"ratio","dollars"
51011,"Appomattox, VA","county","earnings_per_job",35009.5310712924,2020,"ratio","dollars"
51013,"Arlington, VA","county","earnings_per_job",116153.690358438,2020,"ratio","dollars"
51017,"Bath, VA","county","earnings_per_job",50777.3837667455,2020,"ratio","dollars"
51019,"Bedford, VA*","county","earnings_per_job",40109.264132716,2020,"ratio","dollars"
51021,"Bland, VA","county","earnings_per_job",51997.0182631383,2020,"ratio","dollars"
51023,"Botetourt, VA","county","earnings_per_job",46729.3425428498,2020,"ratio","dollars"
51025,"Brunswick, VA","county","earnings_per_job",39031.4540059347,2020,"ratio","dollars"
51027,"Buchanan, VA","county","earnings_per_job",60069.8768506988,2020,"ratio","dollars"
51029,"Buckingham, VA","county","earnings_per_job",43397.1745711403,2020,"ratio","dollars"
51033,"Caroline, VA","county","earnings_per_job",43411.8975903614,2020,"ratio","dollars"
51036,"Charles City, VA","county","earnings_per_job",50670.3777335984,2020,"ratio","dollars"
51037,"Charlotte, VA","county","earnings_per_job",36365.0374284456,2020,"ratio","dollars"
51041,"Chesterfield, VA","county","earnings_per_job",55369.437604491,2020,"ratio","dollars"
51043,"Clarke, VA","county","earnings_per_job",44196.8959220937,2020,"ratio","dollars"
51045,"Craig, VA","county","earnings_per_job",33379.3828892006,2020,"ratio","dollars"
51047,"Culpeper, VA","county","earnings_per_job",52108.0229597342,2020,"ratio","dollars"
51049,"Cumberland, VA","county","earnings_per_job",37199.9136442142,2020,"ratio","dollars"
51051,"Dickenson, VA","county","earnings_per_job",48617.9981634527,2020,"ratio","dollars"
51057,"Essex, VA","county","earnings_per_job",41579.7712221553,2020,"ratio","dollars"
51061,"Fauquier, VA","county","earnings_per_job",55941.1138502914,2020,"ratio","dollars"
51063,"Floyd, VA","county","earnings_per_job",31750.6898230807,2020,"ratio","dollars"
51065,"Fluvanna, VA","county","earnings_per_job",42525.8453167509,2020,"ratio","dollars"
51067,"Franklin, VA","county","earnings_per_job",41445.9888268156,2020,"ratio","dollars"
51071,"Giles, VA","county","earnings_per_job",47961.7805065234,2020,"ratio","dollars"
51073,"Gloucester, VA","county","earnings_per_job",41655.6511678357,2020,"ratio","dollars"
51075,"Goochland, VA","county","earnings_per_job",107528.431697613,2020,"ratio","dollars"
51077,"Grayson, VA","county","earnings_per_job",29471.5762273902,2020,"ratio","dollars"
51079,"Greene, VA","county","earnings_per_job",40458.6157969415,2020,"ratio","dollars"
51083,"Halifax, VA","county","earnings_per_job",45494.7121034078,2020,"ratio","dollars"
51085,"Hanover, VA","county","earnings_per_job",54126.3421617752,2020,"ratio","dollars"
51087,"Henrico, VA","county","earnings_per_job",76866.352607389,2020,"ratio","dollars"
51091,"Highland, VA","county","earnings_per_job",27374.0326741187,2020,"ratio","dollars"
51093,"Isle of Wight, VA","county","earnings_per_job",52233.8556349571,2020,"ratio","dollars"
51097,"King and Queen, VA","county","earnings_per_job",43199.6863565081,2020,"ratio","dollars"
51099,"King George, VA","county","earnings_per_job",97423.3140180002,2020,"ratio","dollars"
51101,"King William, VA","county","earnings_per_job",46812.5723738627,2020,"ratio","dollars"
51103,"Lancaster, VA","county","earnings_per_job",42650.6941334528,2020,"ratio","dollars"
51105,"Lee, VA","county","earnings_per_job",37960.8250482267,2020,"ratio","dollars"
51107,"Loudoun, VA","county","earnings_per_job",73507.4991956308,2020,"ratio","dollars"
51109,"Louisa, VA","county","earnings_per_job",51867.5411173032,2020,"ratio","dollars"
51111,"Lunenburg, VA","county","earnings_per_job",38617.509119333,2020,"ratio","dollars"
51113,"Madison, VA","county","earnings_per_job",38862.7382409512,2020,"ratio","dollars"
51115,"Mathews, VA","county","earnings_per_job",35895.6492182189,2020,"ratio","dollars"
51117,"Mecklenburg, VA","county","earnings_per_job",43315.942420761,2020,"ratio","dollars"
51119,"Middlesex, VA","county","earnings_per_job",40432.9774614472,2020,"ratio","dollars"
51125,"Nelson, VA","county","earnings_per_job",41446.3367609254,2020,"ratio","dollars"
51127,"New Kent, VA","county","earnings_per_job",42721.1761971176,2020,"ratio","dollars"
51131,"Northampton, VA","county","earnings_per_job",47031.6087173515,2020,"ratio","dollars"
51133,"Northumberland, VA","county","earnings_per_job",47660.8280254777,2020,"ratio","dollars"
51135,"Nottoway, VA","county","earnings_per_job",47409.7433066519,2020,"ratio","dollars"
51137,"Orange, VA","county","earnings_per_job",46135.9866174113,2020,"ratio","dollars"
51139,"Page, VA","county","earnings_per_job",40465.8668266347,2020,"ratio","dollars"
51141,"Patrick, VA","county","earnings_per_job",34952.865064695,2020,"ratio","dollars"
51145,"Powhatan, VA","county","earnings_per_job",44728.9879931389,2020,"ratio","dollars"
51147,"Prince Edward, VA","county","earnings_per_job",45742.8076256499,2020,"ratio","dollars"
51155,"Pulaski, VA","county","earnings_per_job",48413.5361124576,2020,"ratio","dollars"
51157,"Rappahannock, VA","county","earnings_per_job",38799.4676131322,2020,"ratio","dollars"
51159,"Richmond, VA","county","earnings_per_job",46189.5919863181,2020,"ratio","dollars"
51167,"Russell, VA","county","earnings_per_job",45568.0150911759,2020,"ratio","dollars"
51169,"Scott, VA","county","earnings_per_job",36696.6742353413,2020,"ratio","dollars"
51171,"Shenandoah, VA","county","earnings_per_job",45975.4764292879,2020,"ratio","dollars"
51173,"Smyth, VA","county","earnings_per_job",44802.4872960685,2020,"ratio","dollars"
51179,"Stafford, VA","county","earnings_per_job",60462.1223530829,2020,"ratio","dollars"
51181,"Surry, VA","county","earnings_per_job",87741.1047102677,2020,"ratio","dollars"
51183,"Sussex, VA","county","earnings_per_job",49738.8479861412,2020,"ratio","dollars"
51185,"Tazewell, VA","county","earnings_per_job",43269.8940830699,2020,"ratio","dollars"
51187,"Warren, VA","county","earnings_per_job",47170.142577579,2020,"ratio","dollars"
51193,"Westmoreland, VA","county","earnings_per_job",39444.8214285714,2020,"ratio","dollars"
51197,"Wythe, VA","county","earnings_per_job",43308.2650273224,2020,"ratio","dollars"
51510,"Alexandria (Independent City), VA","county","earnings_per_job",88985.5006680141,2020,"ratio","dollars"
51550,"Chesapeake (Independent City), VA","county","earnings_per_job",53772.1820393966,2020,"ratio","dollars"
51650,"Hampton (Independent City), VA","county","earnings_per_job",63418.442217189,2020,"ratio","dollars"
51700,"Newport News (Independent City), VA","county","earnings_per_job",68363.4027042183,2020,"ratio","dollars"
51710,"Norfolk (Independent City), VA","county","earnings_per_job",73924.1035953489,2020,"ratio","dollars"
51740,"Portsmouth (Independent City), VA","county","earnings_per_job",75164.9317177668,2020,"ratio","dollars"
51760,"Richmond (Independent City), VA","county","earnings_per_job",79367.5867097177,2020,"ratio","dollars"
51770,"Roanoke (Independent City), VA","county","earnings_per_job",61943.3839507619,2020,"ratio","dollars"
51800,"Suffolk (Independent City), VA","county","earnings_per_job",57631.2293101906,2020,"ratio","dollars"
51810,"Virginia Beach (Independent City), VA","county","earnings_per_job",57266.1804993161,2020,"ratio","dollars"
