"geoid","region_type","year","measure","value","measure_type"
"51193","county","2017","prevent_hosp_rate",53.05,"rate per 100k"
"51195","county","2017","prevent_hosp_rate",82.44,"rate per 100k"
"51197","county","2017","prevent_hosp_rate",57.86,"rate per 100k"
"51199","county","2017","prevent_hosp_rate",32.46,"rate per 100k"
"51510","county","2017","prevent_hosp_rate",42.38,"rate per 100k"
"51520","county","2017","prevent_hosp_rate",103.45,"rate per 100k"
"51530","county","2017","prevent_hosp_rate",56.98,"rate per 100k"
"51540","county","2017","prevent_hosp_rate",NA,"rate per 100k"
"51550","county","2017","prevent_hosp_rate",46.58,"rate per 100k"
"51570","county","2017","prevent_hosp_rate",NA,"rate per 100k"
"51580","county","2017","prevent_hosp_rate",NA,"rate per 100k"
"51590","county","2017","prevent_hosp_rate",52.6,"rate per 100k"
"51595","county","2017","prevent_hosp_rate",76.27,"rate per 100k"
"51600","county","2017","prevent_hosp_rate",NA,"rate per 100k"
"51610","county","2017","prevent_hosp_rate",21.22,"rate per 100k"
"51620","county","2017","prevent_hosp_rate",57.99,"rate per 100k"
"51630","county","2017","prevent_hosp_rate",47.08,"rate per 100k"
"51640","county","2017","prevent_hosp_rate",49.9,"rate per 100k"
"51650","county","2017","prevent_hosp_rate",37.76,"rate per 100k"
"51660","county","2017","prevent_hosp_rate",37.91,"rate per 100k"
"51670","county","2017","prevent_hosp_rate",70.05,"rate per 100k"
"51678","county","2017","prevent_hosp_rate",NA,"rate per 100k"
"51680","county","2017","prevent_hosp_rate",39.88,"rate per 100k"
"51683","county","2017","prevent_hosp_rate",35.98,"rate per 100k"
"51685","county","2017","prevent_hosp_rate",38.03,"rate per 100k"
"51690","county","2017","prevent_hosp_rate",58.48,"rate per 100k"
"51700","county","2017","prevent_hosp_rate",34.08,"rate per 100k"
"51710","county","2017","prevent_hosp_rate",43.46,"rate per 100k"
"51720","county","2017","prevent_hosp_rate",69.66,"rate per 100k"
"51730","county","2017","prevent_hosp_rate",53.48,"rate per 100k"
"51735","county","2017","prevent_hosp_rate",29.4,"rate per 100k"
"51740","county","2017","prevent_hosp_rate",29.37,"rate per 100k"
"51750","county","2017","prevent_hosp_rate",45.42,"rate per 100k"
"51760","county","2017","prevent_hosp_rate",40.95,"rate per 100k"
"51770","county","2017","prevent_hosp_rate",41.11,"rate per 100k"
"51775","county","2017","prevent_hosp_rate",40.03,"rate per 100k"
"51790","county","2017","prevent_hosp_rate",40.4,"rate per 100k"
"51800","county","2017","prevent_hosp_rate",45.94,"rate per 100k"
"51810","county","2017","prevent_hosp_rate",42.63,"rate per 100k"
"51820","county","2017","prevent_hosp_rate",40.99,"rate per 100k"
"51830","county","2017","prevent_hosp_rate",29.25,"rate per 100k"
"51840","county","2017","prevent_hosp_rate",62.33,"rate per 100k"
"51001","county","2016","prevent_hosp_rate",46.07,"rate per 100k"
"51003","county","2016","prevent_hosp_rate",36.58,"rate per 100k"
"51005","county","2016","prevent_hosp_rate",84.05,"rate per 100k"
"51007","county","2016","prevent_hosp_rate",50.35,"rate per 100k"
"51009","county","2016","prevent_hosp_rate",45.33,"rate per 100k"
"51011","county","2016","prevent_hosp_rate",56.61,"rate per 100k"
"51013","county","2016","prevent_hosp_rate",28.47,"rate per 100k"
"51015","county","2016","prevent_hosp_rate",48.38,"rate per 100k"
"51017","county","2016","prevent_hosp_rate",121.12,"rate per 100k"
"51019","county","2016","prevent_hosp_rate",41.09,"rate per 100k"
"51021","county","2016","prevent_hosp_rate",77.44,"rate per 100k"
"51023","county","2016","prevent_hosp_rate",44.24,"rate per 100k"
"51025","county","2016","prevent_hosp_rate",78.24,"rate per 100k"
"51027","county","2016","prevent_hosp_rate",134.6,"rate per 100k"
"51029","county","2016","prevent_hosp_rate",62.48,"rate per 100k"
"51031","county","2016","prevent_hosp_rate",46.29,"rate per 100k"
"51033","county","2016","prevent_hosp_rate",45.62,"rate per 100k"
"51035","county","2016","prevent_hosp_rate",60.12,"rate per 100k"
"51036","county","2016","prevent_hosp_rate",50.2,"rate per 100k"
"51037","county","2016","prevent_hosp_rate",57.18,"rate per 100k"
"51041","county","2016","prevent_hosp_rate",41.77,"rate per 100k"
"51043","county","2016","prevent_hosp_rate",56.98,"rate per 100k"
"51045","county","2016","prevent_hosp_rate",61.24,"rate per 100k"
"51047","county","2016","prevent_hosp_rate",48.75,"rate per 100k"
"51049","county","2016","prevent_hosp_rate",47.67,"rate per 100k"
"51051","county","2016","prevent_hosp_rate",111.4,"rate per 100k"
"51053","county","2016","prevent_hosp_rate",70.78,"rate per 100k"
"51057","county","2016","prevent_hosp_rate",37.67,"rate per 100k"
"51059","county","2016","prevent_hosp_rate",32.86,"rate per 100k"
"51061","county","2016","prevent_hosp_rate",62.12,"rate per 100k"
"51063","county","2016","prevent_hosp_rate",37.81,"rate per 100k"
"51065","county","2016","prevent_hosp_rate",35.49,"rate per 100k"
"51067","county","2016","prevent_hosp_rate",46.3,"rate per 100k"
"51069","county","2016","prevent_hosp_rate",70.52,"rate per 100k"
"51071","county","2016","prevent_hosp_rate",54.41,"rate per 100k"
"51073","county","2016","prevent_hosp_rate",47.17,"rate per 100k"
"51075","county","2016","prevent_hosp_rate",40.09,"rate per 100k"
"51077","county","2016","prevent_hosp_rate",63.89,"rate per 100k"
"51079","county","2016","prevent_hosp_rate",37.68,"rate per 100k"
"51081","county","2016","prevent_hosp_rate",112.77,"rate per 100k"
"51083","county","2016","prevent_hosp_rate",38.03,"rate per 100k"
"51085","county","2016","prevent_hosp_rate",35.62,"rate per 100k"
"51087","county","2016","prevent_hosp_rate",39.88,"rate per 100k"
"51089","county","2016","prevent_hosp_rate",71.78,"rate per 100k"
"51091","county","2016","prevent_hosp_rate",53.44,"rate per 100k"
"51093","county","2016","prevent_hosp_rate",41.16,"rate per 100k"
"51095","county","2016","prevent_hosp_rate",38.26,"rate per 100k"
"51097","county","2016","prevent_hosp_rate",45.37,"rate per 100k"
"51099","county","2016","prevent_hosp_rate",64.26,"rate per 100k"
"51101","county","2016","prevent_hosp_rate",46.89,"rate per 100k"
"51103","county","2016","prevent_hosp_rate",23.32,"rate per 100k"
"51105","county","2016","prevent_hosp_rate",95.47,"rate per 100k"
"51107","county","2016","prevent_hosp_rate",46.73,"rate per 100k"
"51109","county","2016","prevent_hosp_rate",50.22,"rate per 100k"
"51111","county","2016","prevent_hosp_rate",67.34,"rate per 100k"
"51113","county","2016","prevent_hosp_rate",47.3,"rate per 100k"
"51115","county","2016","prevent_hosp_rate",35.13,"rate per 100k"
"51117","county","2016","prevent_hosp_rate",60.32,"rate per 100k"
"51119","county","2016","prevent_hosp_rate",47.04,"rate per 100k"
"51121","county","2016","prevent_hosp_rate",47.65,"rate per 100k"
"51125","county","2016","prevent_hosp_rate",46.53,"rate per 100k"
"51127","county","2016","prevent_hosp_rate",43.66,"rate per 100k"
"51131","county","2016","prevent_hosp_rate",43.5,"rate per 100k"
"51133","county","2016","prevent_hosp_rate",34.4,"rate per 100k"
"51135","county","2016","prevent_hosp_rate",70.35,"rate per 100k"
"51137","county","2016","prevent_hosp_rate",44.97,"rate per 100k"
"51139","county","2016","prevent_hosp_rate",81.68,"rate per 100k"
"51141","county","2016","prevent_hosp_rate",57.14,"rate per 100k"
"51143","county","2016","prevent_hosp_rate",49.49,"rate per 100k"
"51145","county","2016","prevent_hosp_rate",32.85,"rate per 100k"
"51147","county","2016","prevent_hosp_rate",64.04,"rate per 100k"
"51149","county","2016","prevent_hosp_rate",65.53,"rate per 100k"
"51153","county","2016","prevent_hosp_rate",43.07,"rate per 100k"
"51155","county","2016","prevent_hosp_rate",88.07,"rate per 100k"
"51157","county","2016","prevent_hosp_rate",55.28,"rate per 100k"
"51159","county","2016","prevent_hosp_rate",37.27,"rate per 100k"
"51161","county","2016","prevent_hosp_rate",39.42,"rate per 100k"
"51163","county","2016","prevent_hosp_rate",44.19,"rate per 100k"
"51165","county","2016","prevent_hosp_rate",52.15,"rate per 100k"
"51167","county","2016","prevent_hosp_rate",130.16,"rate per 100k"
"51169","county","2016","prevent_hosp_rate",93.61,"rate per 100k"
"51171","county","2016","prevent_hosp_rate",75.17,"rate per 100k"
"51173","county","2016","prevent_hosp_rate",69.66,"rate per 100k"
"51175","county","2016","prevent_hosp_rate",56.87,"rate per 100k"
"51177","county","2016","prevent_hosp_rate",67.58,"rate per 100k"
"51179","county","2016","prevent_hosp_rate",70.11,"rate per 100k"
"51181","county","2016","prevent_hosp_rate",36.24,"rate per 100k"
"51183","county","2016","prevent_hosp_rate",66.03,"rate per 100k"
"51185","county","2016","prevent_hosp_rate",101.43,"rate per 100k"
"51187","county","2016","prevent_hosp_rate",85.16,"rate per 100k"
"51191","county","2016","prevent_hosp_rate",83.8,"rate per 100k"
"51193","county","2016","prevent_hosp_rate",48.01,"rate per 100k"
"51195","county","2016","prevent_hosp_rate",104.7,"rate per 100k"
"51197","county","2016","prevent_hosp_rate",71.18,"rate per 100k"
"51199","county","2016","prevent_hosp_rate",35.33,"rate per 100k"
"51510","county","2016","prevent_hosp_rate",45.93,"rate per 100k"
"51515","county","2016","prevent_hosp_rate",52.65,"rate per 100k"
"51520","county","2016","prevent_hosp_rate",94.01,"rate per 100k"
"51530","county","2016","prevent_hosp_rate",58.93,"rate per 100k"
"51540","county","2016","prevent_hosp_rate",NA,"rate per 100k"
"51550","county","2016","prevent_hosp_rate",54.74,"rate per 100k"
"51570","county","2016","prevent_hosp_rate",NA,"rate per 100k"
"51580","county","2016","prevent_hosp_rate",NA,"rate per 100k"
"51590","county","2016","prevent_hosp_rate",48.44,"rate per 100k"
"51595","county","2016","prevent_hosp_rate",110.28,"rate per 100k"
"51600","county","2016","prevent_hosp_rate",NA,"rate per 100k"
"51610","county","2016","prevent_hosp_rate",20.98,"rate per 100k"
"51620","county","2016","prevent_hosp_rate",66.84,"rate per 100k"
"51630","county","2016","prevent_hosp_rate",58.3,"rate per 100k"
"51640","county","2016","prevent_hosp_rate",57.27,"rate per 100k"
"51650","county","2016","prevent_hosp_rate",41.29,"rate per 100k"
"51660","county","2016","prevent_hosp_rate",45.35,"rate per 100k"
"51670","county","2016","prevent_hosp_rate",72.64,"rate per 100k"
"51678","county","2016","prevent_hosp_rate",NA,"rate per 100k"
"51680","county","2016","prevent_hosp_rate",45.14,"rate per 100k"
"51683","county","2016","prevent_hosp_rate",NA,"rate per 100k"
"51685","county","2016","prevent_hosp_rate",40.8,"rate per 100k"
"51690","county","2016","prevent_hosp_rate",64.94,"rate per 100k"
"51700","county","2016","prevent_hosp_rate",38.19,"rate per 100k"
"51710","county","2016","prevent_hosp_rate",52.06,"rate per 100k"
"51720","county","2016","prevent_hosp_rate",99.26,"rate per 100k"
"51730","county","2016","prevent_hosp_rate",81.24,"rate per 100k"
"51735","county","2016","prevent_hosp_rate",32.7,"rate per 100k"
"51740","county","2016","prevent_hosp_rate",30.04,"rate per 100k"
"51750","county","2016","prevent_hosp_rate",50.7,"rate per 100k"
"51760","county","2016","prevent_hosp_rate",52.18,"rate per 100k"
"51770","county","2016","prevent_hosp_rate",52.52,"rate per 100k"
"51775","county","2016","prevent_hosp_rate",43.27,"rate per 100k"
"51790","county","2016","prevent_hosp_rate",41.97,"rate per 100k"
"51800","county","2016","prevent_hosp_rate",47.15,"rate per 100k"
"51810","county","2016","prevent_hosp_rate",48.12,"rate per 100k"
"51820","county","2016","prevent_hosp_rate",42.28,"rate per 100k"
"51830","county","2016","prevent_hosp_rate",34.48,"rate per 100k"
"51840","county","2016","prevent_hosp_rate",71.85,"rate per 100k"
"51001","county","2015","prevent_hosp_rate",51.35,"rate per 100k"
"51003","county","2015","prevent_hosp_rate",42.87,"rate per 100k"
"51005","county","2015","prevent_hosp_rate",85.32,"rate per 100k"
"51007","county","2015","prevent_hosp_rate",41.04,"rate per 100k"
"51009","county","2015","prevent_hosp_rate",61.06,"rate per 100k"
"51011","county","2015","prevent_hosp_rate",67.67,"rate per 100k"
"51013","county","2015","prevent_hosp_rate",32.91,"rate per 100k"
"51015","county","2015","prevent_hosp_rate",44.84,"rate per 100k"
"51017","county","2015","prevent_hosp_rate",115.31,"rate per 100k"
"51019","county","2015","prevent_hosp_rate",45.6,"rate per 100k"
"51021","county","2015","prevent_hosp_rate",88.09,"rate per 100k"
"51023","county","2015","prevent_hosp_rate",49.03,"rate per 100k"
"51025","county","2015","prevent_hosp_rate",84.86,"rate per 100k"
"51027","county","2015","prevent_hosp_rate",182.47,"rate per 100k"
"51029","county","2015","prevent_hosp_rate",64.38,"rate per 100k"
"51031","county","2015","prevent_hosp_rate",57.97,"rate per 100k"
"51033","county","2015","prevent_hosp_rate",51.99,"rate per 100k"
"51035","county","2015","prevent_hosp_rate",76.27,"rate per 100k"
"51036","county","2015","prevent_hosp_rate",51.8,"rate per 100k"
"51037","county","2015","prevent_hosp_rate",56.61,"rate per 100k"
"51041","county","2015","prevent_hosp_rate",45.49,"rate per 100k"
"51043","county","2015","prevent_hosp_rate",64.38,"rate per 100k"
"51045","county","2015","prevent_hosp_rate",51.99,"rate per 100k"
"51047","county","2015","prevent_hosp_rate",58.53,"rate per 100k"
"51049","county","2015","prevent_hosp_rate",52.59,"rate per 100k"
"51051","county","2015","prevent_hosp_rate",129.6,"rate per 100k"
"51053","county","2015","prevent_hosp_rate",77.23,"rate per 100k"
"51057","county","2015","prevent_hosp_rate",50.89,"rate per 100k"
"51059","county","2015","prevent_hosp_rate",37.14,"rate per 100k"
"51061","county","2015","prevent_hosp_rate",61.35,"rate per 100k"
"51063","county","2015","prevent_hosp_rate",40.89,"rate per 100k"
"51065","county","2015","prevent_hosp_rate",48.46,"rate per 100k"
"51067","county","2015","prevent_hosp_rate",50.83,"rate per 100k"
"51069","county","2015","prevent_hosp_rate",77.02,"rate per 100k"
"51071","county","2015","prevent_hosp_rate",80.06,"rate per 100k"
"51073","county","2015","prevent_hosp_rate",59.07,"rate per 100k"
"51075","county","2015","prevent_hosp_rate",40.36,"rate per 100k"
"51077","county","2015","prevent_hosp_rate",75.14,"rate per 100k"
"51079","county","2015","prevent_hosp_rate",58.35,"rate per 100k"
"51081","county","2015","prevent_hosp_rate",NA,"rate per 100k"
"51083","county","2015","prevent_hosp_rate",47.34,"rate per 100k"
"51085","county","2015","prevent_hosp_rate",40.84,"rate per 100k"
"51087","county","2015","prevent_hosp_rate",43.3,"rate per 100k"
"51089","county","2015","prevent_hosp_rate",66.64,"rate per 100k"
"51091","county","2015","prevent_hosp_rate",80.48,"rate per 100k"
"51093","county","2015","prevent_hosp_rate",42.73,"rate per 100k"
"51095","county","2015","prevent_hosp_rate",41.12,"rate per 100k"
"51097","county","2015","prevent_hosp_rate",56.19,"rate per 100k"
"51099","county","2015","prevent_hosp_rate",68.99,"rate per 100k"
"51101","county","2015","prevent_hosp_rate",47.81,"rate per 100k"
"51103","county","2015","prevent_hosp_rate",40.54,"rate per 100k"
"51105","county","2015","prevent_hosp_rate",135.45,"rate per 100k"
"51107","county","2015","prevent_hosp_rate",52.04,"rate per 100k"
"51109","county","2015","prevent_hosp_rate",55.33,"rate per 100k"
"51111","county","2015","prevent_hosp_rate",67.7,"rate per 100k"
"51113","county","2015","prevent_hosp_rate",48.72,"rate per 100k"
"51115","county","2015","prevent_hosp_rate",40.07,"rate per 100k"
"51117","county","2015","prevent_hosp_rate",61.77,"rate per 100k"
"51119","county","2015","prevent_hosp_rate",46.11,"rate per 100k"
"51121","county","2015","prevent_hosp_rate",53.31,"rate per 100k"
"51125","county","2015","prevent_hosp_rate",50.43,"rate per 100k"
"51127","county","2015","prevent_hosp_rate",41.57,"rate per 100k"
"51131","county","2015","prevent_hosp_rate",54.88,"rate per 100k"
"51133","county","2015","prevent_hosp_rate",35.08,"rate per 100k"
"51135","county","2015","prevent_hosp_rate",69.21,"rate per 100k"
"51137","county","2015","prevent_hosp_rate",46.28,"rate per 100k"
"51139","county","2015","prevent_hosp_rate",93.1,"rate per 100k"
"51141","county","2015","prevent_hosp_rate",63.87,"rate per 100k"
"51143","county","2015","prevent_hosp_rate",60.21,"rate per 100k"
"51145","county","2015","prevent_hosp_rate",43.03,"rate per 100k"
"51147","county","2015","prevent_hosp_rate",73.71,"rate per 100k"
"51149","county","2015","prevent_hosp_rate",80.84,"rate per 100k"
"51153","county","2015","prevent_hosp_rate",48.98,"rate per 100k"
"51155","county","2015","prevent_hosp_rate",113.16,"rate per 100k"
"51157","county","2015","prevent_hosp_rate",58.19,"rate per 100k"
"51159","county","2015","prevent_hosp_rate",47.52,"rate per 100k"
"51161","county","2015","prevent_hosp_rate",45.97,"rate per 100k"
"51163","county","2015","prevent_hosp_rate",60.5,"rate per 100k"
"51165","county","2015","prevent_hosp_rate",67.51,"rate per 100k"
"51167","county","2015","prevent_hosp_rate",159.7,"rate per 100k"
"51169","county","2015","prevent_hosp_rate",105.51,"rate per 100k"
"51171","county","2015","prevent_hosp_rate",78.82,"rate per 100k"
"51173","county","2015","prevent_hosp_rate",76.82,"rate per 100k"
"51175","county","2015","prevent_hosp_rate",75.42,"rate per 100k"
"51177","county","2015","prevent_hosp_rate",71.61,"rate per 100k"
"51179","county","2015","prevent_hosp_rate",70.73,"rate per 100k"
"51181","county","2015","prevent_hosp_rate",58.22,"rate per 100k"
"51183","county","2015","prevent_hosp_rate",83.2,"rate per 100k"
"51185","county","2015","prevent_hosp_rate",130.12,"rate per 100k"
"51187","county","2015","prevent_hosp_rate",94.71,"rate per 100k"
"51191","county","2015","prevent_hosp_rate",90.4,"rate per 100k"
"51193","county","2015","prevent_hosp_rate",65.1,"rate per 100k"
"51195","county","2015","prevent_hosp_rate",126.14,"rate per 100k"
"51197","county","2015","prevent_hosp_rate",70.43,"rate per 100k"
"51199","county","2015","prevent_hosp_rate",41.68,"rate per 100k"
"51510","county","2015","prevent_hosp_rate",49.4,"rate per 100k"
"51515","county","2015","prevent_hosp_rate",61.67,"rate per 100k"
"51520","county","2015","prevent_hosp_rate",109.85,"rate per 100k"
"51530","county","2015","prevent_hosp_rate",56.58,"rate per 100k"
"51540","county","2015","prevent_hosp_rate",NA,"rate per 100k"
"51550","county","2015","prevent_hosp_rate",53.63,"rate per 100k"
"51570","county","2015","prevent_hosp_rate",NA,"rate per 100k"
"51580","county","2015","prevent_hosp_rate",NA,"rate per 100k"
"51590","county","2015","prevent_hosp_rate",53.82,"rate per 100k"
"51595","county","2015","prevent_hosp_rate",111.31,"rate per 100k"
"51600","county","2015","prevent_hosp_rate",44.15,"rate per 100k"
"51610","county","2015","prevent_hosp_rate",34.36,"rate per 100k"
"51620","county","2015","prevent_hosp_rate",69.92,"rate per 100k"
"51630","county","2015","prevent_hosp_rate",81.15,"rate per 100k"
"51640","county","2015","prevent_hosp_rate",84.51,"rate per 100k"
"51650","county","2015","prevent_hosp_rate",44.96,"rate per 100k"
"51660","county","2015","prevent_hosp_rate",NA,"rate per 100k"
"51670","county","2015","prevent_hosp_rate",90.22,"rate per 100k"
"51678","county","2015","prevent_hosp_rate",NA,"rate per 100k"
"51680","county","2015","prevent_hosp_rate",54.53,"rate per 100k"
"51683","county","2015","prevent_hosp_rate",NA,"rate per 100k"
"51685","county","2015","prevent_hosp_rate",49.67,"rate per 100k"
"51690","county","2015","prevent_hosp_rate",62.34,"rate per 100k"
"51700","county","2015","prevent_hosp_rate",38.35,"rate per 100k"
"51710","county","2015","prevent_hosp_rate",58.24,"rate per 100k"
"51720","county","2015","prevent_hosp_rate",125.99,"rate per 100k"
"51730","county","2015","prevent_hosp_rate",NA,"rate per 100k"
"51735","county","2015","prevent_hosp_rate",39.55,"rate per 100k"
"51740","county","2015","prevent_hosp_rate",37.39,"rate per 100k"
"51750","county","2015","prevent_hosp_rate",65.78,"rate per 100k"
"51760","county","2015","prevent_hosp_rate",51.41,"rate per 100k"
"51770","county","2015","prevent_hosp_rate",52.01,"rate per 100k"
"51775","county","2015","prevent_hosp_rate",56.51,"rate per 100k"
"51790","county","2015","prevent_hosp_rate",49.98,"rate per 100k"
"51800","county","2015","prevent_hosp_rate",51.07,"rate per 100k"
"51810","county","2015","prevent_hosp_rate",50.94,"rate per 100k"
"51820","county","2015","prevent_hosp_rate",48.13,"rate per 100k"
"51830","county","2015","prevent_hosp_rate",39.84,"rate per 100k"
"51840","county","2015","prevent_hosp_rate",71.3,"rate per 100k"
